,merchant,category,amt,job,is_fraud,trans_hour,age,location
1754,Rau and Sons,grocery_pos,348.31,"""Therapist, occupational""",1,0,73,"Carlotta,CA"
1755,Kunze Inc,grocery_pos,335.21,"""Therapist, occupational""",1,2,73,"Carlotta,CA"
1756,Rodriguez Group,gas_transport,19.74,"""Therapist, occupational""",1,2,73,"Carlotta,CA"
1757,Wolf Inc,grocery_pos,353.58,"""Therapist, occupational""",1,3,73,"Carlotta,CA"
1758,Parisian and Sons,gas_transport,19.26,"""Therapist, occupational""",1,3,73,"Carlotta,CA"
1759,"""Lockman, West and Runte""",grocery_pos,302.44,"""Therapist, occupational""",1,6,73,"Carlotta,CA"
1760,Lemke-Gutmann,shopping_net,1128.83,"""Therapist, occupational""",1,22,73,"Carlotta,CA"
1761,"""Heathcote, Yost and Kertzmann""",shopping_net,981.4,"""Therapist, occupational""",1,22,73,"Carlotta,CA"
1762,"""Romaguera, Cruickshank and Greenholt""",shopping_net,901.46,"""Therapist, occupational""",1,22,73,"Carlotta,CA"
1763,Boyer-Reichert,shopping_net,871.77,"""Therapist, occupational""",1,23,73,"Carlotta,CA"
1764,"""Kovacek, Dibbert and Ondrick""",grocery_pos,299.2,"""Therapist, occupational""",1,8,73,"Carlotta,CA"
1765,"""Roob, Conn and Tremblay""",shopping_pos,1011.85,"""Therapist, occupational""",1,21,73,"Carlotta,CA"
1766,Kris-Padberg,shopping_pos,866.41,"""Therapist, occupational""",1,22,73,"Carlotta,CA"
1767,"""Bernier, Volkman and Hoege""",misc_net,824.1,"""Therapist, occupational""",1,22,73,"Carlotta,CA"
1768,"""Osinski, Ledner and Leuschke""",grocery_pos,337.77,"""Therapist, occupational""",1,23,73,"Carlotta,CA"
1769,Harber Inc,gas_transport,10.97,Podiatrist,1,2,52,"Lakeport,CA"
1770,Gutmann-Upton,misc_pos,8.76,Podiatrist,1,3,52,"Lakeport,CA"
1771,"""Schroeder, Wolff and Hermiston""",travel,8.96,Podiatrist,1,17,52,"Lakeport,CA"
1772,"""Wuckert, Wintheiser and Friesen""",home,261.03,Podiatrist,1,23,52,"Lakeport,CA"
1773,Huel-Langworth,misc_net,890.64,Podiatrist,1,1,52,"Lakeport,CA"
1774,Kiehn Inc,grocery_pos,343.37,Podiatrist,1,2,52,"Lakeport,CA"
1775,Stiedemann Lt,food_dining,101.04,Podiatrist,1,2,52,"Lakeport,CA"
1776,"""Yost, Block and Koepp""",misc_pos,8.33,Podiatrist,1,3,52,"Lakeport,CA"
1777,"""Bahringer, Schoen and Corkery""",shopping_pos,770.65,Podiatrist,1,3,52,"Lakeport,CA"
1778,Kris-Kertzmann,travel,7.88,Podiatrist,1,12,52,"Lakeport,CA"
1779,"""Conroy, Balistreri and Gorczany""",health_fitness,18.46,Podiatrist,1,22,52,"Lakeport,CA"
1780,Ratke and Sons,health_fitness,17.35,Podiatrist,1,23,52,"Lakeport,CA"
1781,Thompson-Gleason,health_fitness,19.45,Podiatrist,"1""2020-12-24 16:56:24""",23,52,"Lakeport,CA"
1782,"""Hahn, Douglas and Schowalte""",travel,440.56,Tourist information centre manager,0,16,49,"Meadville,MO"
1783,Erdman-Durgan,health_fitness,60.39,IT consultant,0,16,35,"Crownpoint,NM"
1784,"""Prosacco, Kreiger and Kovacek""",home,16.13,Architect,0,16,71,"Mound City,MO"
1785,"""Romaguera, Cruickshank and Greenholt""",shopping_net,6.7,Airline pilot,0,16,39,"Napa,CA"
1786,Spencer-Runolfsson,misc_pos,55.61,"""Editor, magazine features""",0,17,29,"Hawthorne,CA"
1787,Kuhn LLC,shopping_pos,2.58,Location manager,0,17,35,"Moab,UT"
1788,"""Willms, Kris and Bergnaum""",shopping_pos,53.52,Counsellor,0,17,37,"Kansas City,MO"
1789,"""Roberts, Ryan and Smith""",personal_care,81.53,Health physicist,0,17,53,"Newhall,CA"
1790,Goyette-Gerhol,kids_pets,44.61,"""Therapist, horticultural""",0,17,48,"Huntington Beach,CA"
1791,"""Wuckert, Wintheiser and Friesen""",home,110.1,Education administrator,0,17,58,"Vinton,CA"
1792,Grimes LLC,entertainment,55.59,Health physicist,0,17,53,"Newhall,CA"
1793,Ruecker-Mayert,kids_pets,9.07,Product designer,0,17,89,"Westerville,NE"
1794,Rau-Robel,kids_pets,37.8,Telecommunications researcher,0,17,74,"Holstein,NE"
1795,Stamm-Witting,shopping_net,8.98,"""Therapist, music""",0,17,36,"Mountain Center,CA"
1796,"""Graham, Hegmann and Hammes""",food_dining,6.29,"""Buyer, industrial""",0,17,33,"Daly City,CA"
1797,"""Klocko, Runolfsdottir and Breitenberg""",health_fitness,173.77,Exercise physiologist,0,17,95,"Clarksville,MO"
1798,Hirthe-Beie,health_fitness,75.14,Freight forwarder,0,17,48,"Fort Washakie,WY"
1799,Turner and Sons,shopping_pos,258.91,Water engineer,0,17,49,"Littleton,CO"
1800,Schoen Lt,kids_pets,82.72,Intelligence analyst,0,17,53,"Meridian,ID"
1801,Jast and Sons,food_dining,40.75,Electronics engineer,0,17,35,"Centerview,MO"
1802,Beer-Jast,kids_pets,64.67,Research scientist (maths),0,17,96,"Howells,NE"
1803,Pacocha-Weissnat,kids_pets,47.06,"""Engineer, communications""",0,17,23,"Ballwin,MO"
1804,White and Sons,home,18.02,Town planner,0,17,58,"Luray,MO"
1805,White and Sons,home,23.44,Teaching laboratory technician,0,17,39,"Vancouver,WA"
1806,Daugherty-Thompson,food_dining,20.6,"""Scientist, research (maths)""",0,17,33,"Paauilo,HI"
1807,Gislason Group,misc_pos,143.71,Special educational needs teacher,0,17,46,"Orient,WA"
1808,Auer LLC,personal_care,13.26,Licensed conveyancer,0,17,24,"Ruidoso,NM"
1809,Botsford Lt,shopping_pos,1.17,"""Surveyor, mining""",0,17,51,"Fullerton,NE"
1810,"""Boehm, Block and Jakubowski""",misc_pos,12.41,"""Surveyor, minerals""",0,18,37,"Thompson,UT"
1811,Dibbert and Sons,entertainment,122.6,Geoscientist,0,18,63,"Hatch,UT"
1812,"""Zboncak, Rowe and Murazik""",shopping_net,9.46,"""Sales professional, IT""",0,18,34,"Altonah,UT"
1813,"""Nicolas, Hills and McGlynn""",entertainment,2.51,IT consultant,0,18,35,"Crownpoint,NM"
1814,"""Yost, Schamberger and Windle""",kids_pets,13.64,"""Engineer, maintenance""",0,18,68,"Gardiner,OR"
1815,Labadie LLC,personal_care,4.02,Geoscientist,0,18,27,"San Jose,CA"
1816,Wuckert-Goldne,home,24.6,Land/geomatics surveyor,0,18,52,"Utica,MO"
1817,Hills-Boye,personal_care,12.56,"""Designer, exhibition/display""",0,18,52,"Sun City,CA"
1818,Auer-West,shopping_net,4.24,"""Therapist, art""",0,18,36,"Moriarty,NM"
1819,Friesen Lt,health_fitness,27.08,Systems analyst,0,18,59,"Lowell,OR"
1820,Larson-Moen,entertainment,21.41,Telecommunications researcher,0,18,74,"Holstein,NE"
1821,Brown Inc,kids_pets,66.84,Electronics engineer,0,18,35,"Centerview,MO"
1822,"""Moore, Williamson and Emmerich""",home,68.53,Production manager,0,18,67,"Spirit Lake,ID"
1823,"""Witting, Beer and Ernse""",home,8.28,Medical technical officer,0,18,55,"Monitor,WA"
1824,Kozey-McDermott,travel,6.26,"""Civil engineer, contracting""",0,18,63,"Santa Monica,CA"
1825,Connelly-Carte,home,62.57,Tax inspector,0,18,36,"Rocky Mount,MO"
1826,Emmerich-R,personal_care,9.77,Armed forces training and education officer,0,18,65,"Port Costa,CA"
1827,Ernser-Lynch,food_dining,71.33,Dealer,0,18,73,"Weeping Water,NE"
1828,Beier and Sons,home,6.48,Naval architect,0,18,26,"Owensville,MO"
1829,Schiller Lt,personal_care,145.53,Education administrator,0,18,58,"Vinton,CA"
1830,Kilback LLC,food_dining,119.24,Counsellor,0,18,37,"Kansas City,MO"
1831,Padberg-Saue,home,1.76,Systems analyst,0,18,59,"Lowell,OR"
1832,"""Streich, Rolfson and Wilderman""",kids_pets,19.87,Education administrator,0,18,58,"Vinton,CA"
1833,"""Durgan, Gislason and Spence""",home,60.58,Early years teacher,0,18,51,"Helm,CA"
1834,Osinski Inc,personal_care,73.98,"""Pilot, airline""",0,18,36,"Laramie,WY"
1835,"""Metz, Russel and Metz""",kids_pets,5.36,"""Designer, exhibition/display""",0,18,52,"Sun City,CA"
1836,Skiles LLC,home,69.08,Intelligence analyst,0,18,53,"Meridian,ID"
1837,Schulist Lt,food_dining,54.62,Early years teacher,0,18,51,"Helm,CA"
1838,Kihn Inc,shopping_pos,4.09,Advertising account planner,0,18,42,"Glendale,CA"
1839,Gislason Group,travel,6.06,Petroleum engineer,0,18,37,"Superior,AZ"
1840,Berge-Ullrich,home,87.34,"""Buyer, industrial""",0,19,33,"Daly City,CA"
1841,Larson-Moen,entertainment,100.59,Podiatrist,0,19,52,"Lakeport,CA"
1842,Connelly-Carte,home,1.56,Educational psychologist,0,19,43,"Manville,WY"
1843,"""Weber, Thiel and Hammes""",kids_pets,25.47,Futures trader,0,19,31,"American Fork,UT"
1844,Schuppe-Schuppe,food_dining,14.93,"""Scientist, audiological""",0,19,61,"Mendon,UT"
1845,Barrows PLC,shopping_pos,9.55,"""Research officer, political party""",0,19,40,"Conway,WA"
1846,Hammes-Beatty,kids_pets,11.64,Production manager,0,19,39,"Wheaton,MO"
1847,Kilback LLC,food_dining,85.97,"""Nurse, mental health""",0,19,76,"Roseland,NE"
1848,Pagac LLC,shopping_pos,50.41,Water engineer,0,19,49,"Littleton,CO"
1849,Thompson-Gleason,health_fitness,37.56,Naval architect,0,19,26,"Owensville,MO"
1850,Morissette LLC,entertainment,57.97,"""Engineer, communications""",0,19,23,"Ballwin,MO"
1851,Botsford PLC,home,96.8,Barrister,0,19,88,"Cascade Locks,OR"
1852,Schmeler-Howe,personal_care,17.26,Historic buildings inspector/conservation officer,0,19,52,"Espanola,NM"
1853,Lynch-Wisozk,home,102.1,Town planner,0,19,58,"Luray,MO"
1854,Stiedemann Inc,misc_pos,5.11,Naval architect,0,19,26,"Owensville,MO"
1855,Auer-West,shopping_net,340.06,"""Designer, exhibition/display""",0,19,52,"Sun City,CA"
1856,"""Fadel, Mertz and Rippin""",entertainment,30.68,Research scientist (physical sciences),0,19,47,"Newberg,OR"
1857,Bartoletti and Sons,personal_care,9.62,Clothing/textile technologist,0,19,25,"Tekoa,WA"
1858,"""Kling, Howe and Schneide""",home,67.68,"""Nurse, mental health""",0,19,76,"Roseland,NE"
1859,Corwin-Romague,travel,8.55,Investment analyst,0,19,50,"Redford,MO"
1860,Abernathy and Sons,food_dining,12.2,Radio broadcast assistant,0,19,29,"Shedd,OR"
1861,Mohr Inc,shopping_pos,6.26,Futures trader,0,19,31,"American Fork,UT"
1862,"""Stanton, Jakubowski and Baumbach""",shopping_net,4.39,Intelligence analyst,0,19,53,"Meridian,ID"
1863,"""Larson, Quitzon and Spence""",travel,2.54,"""Engineer, building services""",0,19,61,"Portland,OR"
1864,"""Schneider, Hayes and Nikolaus""",food_dining,111.38,Podiatrist,0,19,52,"Lakeport,CA"
1865,"""Kihn, Abernathy and Douglas""",shopping_net,4.18,Magazine features editor,0,20,45,"Sacramento,CA"
1866,"""Pouros, Walker and Spence""",kids_pets,281.27,Water engineer,0,20,49,"Littleton,CO"
1867,Homenick LLC,personal_care,25.19,Investment analyst,0,20,50,"Redford,MO"
1868,"""Kihn, Abernathy and Douglas""",shopping_net,52.34,Counsellor,0,20,37,"Kansas City,MO"
1869,Boyer-Reichert,shopping_net,22.21,Health physicist,0,20,53,"Newhall,CA"
1870,Rolfson-Kunde,personal_care,5.07,Radio broadcast assistant,0,20,29,"Shedd,OR"
1871,O'Connell-Ullrich,home,12.95,Museum/gallery exhibitions officer,0,20,32,"Colorado Springs,CO"
1872,Bogisich-Weimann,kids_pets,19.37,Call centre manager,0,20,66,"Greenview,CA"
1873,Altenwerth-Kilback,home,69.58,Economist,0,20,31,"Jordan Valley,OR"
1874,"""Roberts, Ryan and Smith""",personal_care,235.88,Osteopath,0,20,40,"Issaquah,WA"
1875,Ziemann-Waters,health_fitness,57.69,"""Scientist, research (maths)""",0,20,33,"Paauilo,HI"
1876,"""Cronin, Kshlerin and Webe""",health_fitness,74.05,Immigration officer,0,20,37,"Fiddletown,CA"
1877,Morissette-Schaefe,personal_care,101.32,Insurance broker,0,20,42,"Sutherland,NE"
1878,Schimmel-Olson,kids_pets,30.11,"""Therapist, art""",0,20,36,"Moriarty,NM"
1879,Thompson-Gleason,health_fitness,13.46,Health physicist,0,20,53,"Newhall,CA"
1880,Lesch Lt,shopping_pos,192.64,Intelligence analyst,0,20,53,"Meridian,ID"
1881,"""Lowe, Dietrich and Erdman""",kids_pets,62.93,Teaching laboratory technician,0,20,39,"Vancouver,WA"
1882,Roob-Okunev,health_fitness,63.88,Video editor,0,20,68,"Ashford,WA"
1883,"""Cormier, Stracke and Thiel""",entertainment,7.44,Insurance broker,0,20,42,"Sutherland,NE"
1884,Kautzer and Sons,personal_care,62.62,Town planner,0,20,58,"Luray,MO"
1885,Daugherty-Thompson,food_dining,32.68,Electronics engineer,0,20,35,"Centerview,MO"
1886,Ankunding LLC,shopping_net,7.04,Geoscientist,0,20,27,"San Jose,CA"
1887,Rippin-VonRueden,health_fitness,17.32,Insurance broker,0,20,42,"Sutherland,NE"
1888,Little-Gleichne,travel,5.49,Information systems manager,0,20,38,"Fort Washakie,WY"
1889,Jast and Sons,food_dining,2.59,Cartographer,0,20,58,"Mesa,ID"
1890,"""Nitzsche, Kessler and Wol""",shopping_pos,1.97,Further education lecturer,0,20,36,"Pueblo,CO"
1891,"""Hoppe, Harris and Bedn""",entertainment,74.52,Information systems manager,0,20,38,"Fort Washakie,WY"
1892,Jacobi Inc,health_fitness,31.35,Human resources officer,0,20,57,"Manley,NE"
1893,Gibson-Deckow,entertainment,5.67,Magazine features editor,0,20,45,"Sacramento,CA"
1894,Bogisich-Weimann,kids_pets,56.5,Armed forces training and education officer,0,20,65,"Port Costa,CA"
1895,Cummerata-Hilpert,entertainment,10.6,"""Surveyor, land/geomatics""",0,20,36,"Red River,NM"
1896,"""Kling, Howe and Schneide""",home,124.34,"""Scientist, marine""",0,20,54,"Aurora,CO"
1897,Hilpert-Conroy,kids_pets,64.34,Aeronautical engineer,0,20,45,"Matthews,MO"
1898,"""Willms, Kris and Bergnaum""",shopping_pos,8.94,"""Sales professional, IT""",0,20,34,"Altonah,UT"
1899,Bins-Howell,personal_care,43.69,"""Nurse, children's""",0,20,44,"North Loup,NE"
1900,"""Turner, Ruecker and Parisian""",misc_pos,4.34,"""Surveyor, minerals""",0,20,37,"Thompson,UT"
1901,Feil-Mo,health_fitness,54.8,Cytogeneticist,0,21,70,"Browning,MO"
1902,"""Boehm, Predovic and Reinge""",misc_pos,398.61,"""Research officer, political party""",0,21,40,"Conway,WA"
1903,Schiller Lt,personal_care,1.82,"""Engineer, automotive""",0,21,50,"Hooper,NE"
1904,Morissette-Schaefe,personal_care,79.93,Educational psychologist,0,21,43,"Manville,WY"
1905,Deckow-Dare,food_dining,42.41,"""Surveyor, minerals""",0,21,84,"Campbell,NE"
1906,Jacobi Inc,health_fitness,74.23,Dealer,0,21,48,"Athena,OR"
1907,"""Swaniawski, Nitzsche and Welch""",health_fitness,60.06,"""Pilot, airline""",0,21,36,"Laramie,WY"
1908,Dare-Marvin,entertainment,67.93,Dealer,0,21,48,"Athena,OR"
1909,Watsica LLC,personal_care,40.27,Intelligence analyst,0,21,53,"Meridian,ID"
1910,Kutch-Ferry,home,69.27,Early years teacher,0,21,51,"Helm,CA"
1911,"""Brown, Homenick and Lesch""",health_fitness,51.06,Tax inspector,0,21,36,"Rocky Mount,MO"
1912,Rolfson-Kunde,personal_care,12.39,Teaching laboratory technician,0,21,39,"Vancouver,WA"
1913,Streich Lt,home,28.49,Educational psychologist,0,21,43,"Manville,WY"
1914,Abbott-Rogahn,entertainment,76.41,Early years teacher,0,21,51,"Helm,CA"
1915,Pagac LLC,shopping_pos,3.12,"""Research officer, political party""",0,21,40,"Conway,WA"
1916,"""Witting, Beer and Ernse""",home,83.57,"""Civil engineer, contracting""",0,21,63,"Santa Monica,CA"
1917,Fahey Inc,kids_pets,1.43,Special educational needs teacher,0,21,46,"Orient,WA"
1918,Padberg-Rogahn,entertainment,28.08,"""Engineer, petroleum""",0,21,87,"Scotts Mills,OR"
1919,Lesch Lt,shopping_pos,5.64,"""Surveyor, mining""",0,21,51,"Fullerton,NE"
1920,Kub PLC,personal_care,3.7,Armed forces training and education officer,0,21,65,"Port Costa,CA"
1921,Heathcote LLC,shopping_net,510.44,Magazine features editor,0,21,45,"Sacramento,CA"
1922,Herzog Lt,misc_pos,1.65,Location manager,0,21,35,"Moab,UT"
1923,"""Durgan, Gislason and Spence""",home,36.84,Materials engineer,0,21,92,"Parker,CO"
1924,"""Mante, Luettgen and Hackett""",health_fitness,77.62,Dealer,0,21,48,"Athena,OR"
1925,Medhurst Inc,home,5.15,"""Scientist, audiological""",0,21,95,"Fields Landing,CA"
1926,Zulauf LLC,personal_care,15.99,Osteopath,0,21,40,"Issaquah,WA"
1927,Nolan-Williamson,kids_pets,122.23,"""Designer, exhibition/display""",0,21,52,"Sun City,CA"
1928,Renner Lt,home,33.4,Systems analyst,0,21,78,"Grenada,CA"
1929,Dietrich-Fadel,health_fitness,71.77,Teaching laboratory technician,0,21,39,"Vancouver,WA"
1930,Fadel-Hilpert,health_fitness,13.84,"""Scientist, audiological""",0,21,61,"Mendon,UT"
1931,Leannon-W,food_dining,74.48,Contractor,0,21,43,"Phoenix,AZ"
1932,Stiedemann Inc,misc_pos,9.76,Land/geomatics surveyor,0,21,39,"Arnold,MO"
1933,"""Crist, Jakubowski and Littel""",home,113.64,"""Therapist, occupational""",0,21,73,"Carlotta,CA"
1934,Roob-Okunev,health_fitness,73.77,Electronics engineer,0,21,35,"Centerview,MO"
1935,"""Haley, Jewess and Bechtel""",shopping_pos,7.53,Comptroller,0,21,37,"San Diego,CA"
1936,Brown Inc,kids_pets,12.6,Agricultural consultant,0,21,74,"Blairstown,MO"
1937,"""Effertz, Welch and Schowalte""",entertainment,7.4,"""Sales professional, IT""",0,21,34,"Altonah,UT"
1938,Kozey-Kuhlman,personal_care,20.72,Contractor,0,21,43,"Phoenix,AZ"
1939,"""Schiller, Blanda and Johnson""",home,53.44,Firefighter,0,22,51,"Norwalk,CA"
1940,Little Lt,kids_pets,219.77,Location manager,0,22,35,"Moab,UT"
1941,Kirlin and Sons,personal_care,126.68,"""Engineer, automotive""",0,22,50,"Hooper,NE"
1942,Schiller Lt,personal_care,25.22,"""Pilot, airline""",0,22,36,"Laramie,WY"
1943,Gislason Group,misc_pos,83.09,Further education lecturer,0,22,36,"Pueblo,CO"
1944,"""Cronin, Kshlerin and Webe""",health_fitness,43.08,"""Nurse, children's""",0,22,44,"North Loup,NE"
1945,Gerlach Inc,shopping_net,7.23,Music therapist,0,22,40,"Rock Springs,WY"
1946,Weber and Sons,food_dining,14.93,Community arts worker,0,22,55,"Iliff,CO"
1947,Dooley Inc,shopping_pos,1.57,"""Nurse, children's""",0,22,44,"North Loup,NE"
1948,Mayert Group,shopping_pos,4.39,"""Surveyor, land/geomatics""",0,22,36,"Red River,NM"
1949,Medhurst Inc,home,90.82,Early years teacher,0,22,51,"Helm,CA"
1950,"""McCullough, Hudson and Schuste""",food_dining,13.57,Call centre manager,0,22,66,"Greenview,CA"
1951,"""Hauck, Dietrich and Funk""",kids_pets,162.01,Community arts worker,0,22,55,"Iliff,CO"
1952,Denesik and Sons,shopping_pos,1.64,"""Lecturer, higher education""",0,22,31,"Riverton,WY"
1953,Bogisich-Weimann,kids_pets,82.24,Systems analyst,0,22,59,"Lowell,OR"
1954,Ernser-Feest,home,8.04,"""Surveyor, minerals""",0,22,37,"Thompson,UT"
1955,"""Schumm, McLaughlin and Carte""",food_dining,4.73,Colour technologist,0,22,38,"Bay City,OR"
1956,"""Baumbach, Strosin and Nicolas""",shopping_pos,4.8,"""Surveyor, minerals""",0,22,37,"Thompson,UT"
1957,"""Schuppe, Nolan and Hoege""",shopping_pos,2.28,Electronics engineer,0,22,35,"Centerview,MO"
1958,"""Streich, Rolfson and Wilderman""",kids_pets,40.96,"""Civil engineer, contracting""",0,22,63,"Santa Monica,CA"
1959,"""Hermiston, Russel and Price""",food_dining,62.19,Electronics engineer,0,22,35,"Centerview,MO"
1960,Emmerich-R,personal_care,4.57,Public librarian,0,22,50,"Jelm,WY"
1961,Parker-Kunde,personal_care,128.57,Clothing/textile technologist,0,22,25,"Tekoa,WA"
1962,Beer-Jast,kids_pets,46.35,Occupational psychologist,0,22,70,"Tomales,CA"
1963,Abbott-Rogahn,entertainment,36.45,Health physicist,0,22,53,"Newhall,CA"
1964,"""Lehner, Mosciski and King""",misc_net,662.08,Land/geomatics surveyor,0,22,52,"Utica,MO"
1965,Berge-Ullrich,home,17.05,"""Lecturer, higher education""",0,22,31,"Riverton,WY"
1966,"""Windler, Goodwin and Kovacek""",home,36.84,Chief Marketing Officer,0,22,81,"Colton,WA"
1967,Feil-Mo,health_fitness,34.59,Airline pilot,0,22,39,"Napa,CA"
1968,Beer-Jast,kids_pets,83.17,"""Editor, magazine features""",0,22,29,"Hawthorne,CA"
1969,Crona and Sons,kids_pets,9.24,"""Engineer, maintenance""",0,22,68,"Gardiner,OR"
1970,Bartoletti and Sons,personal_care,2.87,Cartographer,0,22,58,"Mesa,ID"
1971,Kessler Group,travel,3.59,Television/film/video producer,0,22,67,"Nelson,NE"
1972,Carroll PLC,health_fitness,23.58,Cartographer,0,22,58,"Mesa,ID"
1973,Kutch-Wilderman,home,55.5,"""Nurse, mental health""",0,22,76,"Roseland,NE"
1974,Ruecker-Mayert,kids_pets,37.59,Land/geomatics surveyor,0,22,39,"Arnold,MO"
1975,"""McDermott, Osinski and Mo""",home,1.6,Occupational psychologist,0,22,70,"Tomales,CA"
1976,Auer-West,shopping_net,1.14,Production manager,0,22,39,"Wheaton,MO"
1977,Dare-Marvin,entertainment,1.95,"""Nurse, children's""",0,22,44,"North Loup,NE"
1978,"""Bernhard, Grant and Langworth""",shopping_pos,7.56,"""Scientist, research (maths)""",0,22,33,"Paauilo,HI"
1979,Bogisich-Homenick,misc_net,7.04,Public librarian,0,22,50,"Jelm,WY"
1980,Reilly LLC,home,3.52,Land/geomatics surveyor,0,22,39,"Arnold,MO"
1981,Hoppe-Parisian,kids_pets,42.53,Naval architect,0,22,57,"High Rolls Mountain Park,NM"
1982,Abbott-Rogahn,entertainment,33.48,"""Designer, exhibition/display""",0,22,52,"Sun City,CA"
1983,Kihn-Fritsch,food_dining,40.61,Cytogeneticist,0,22,70,"Browning,MO"
1984,Bednar Inc,travel,1.57,"""Editor, magazine features""",0,22,29,"Hawthorne,CA"
1985,Dickinson Lt,personal_care,25.1,Human resources officer,0,22,57,"Manley,NE"
1986,Parker-Kunde,personal_care,186.57,Tax inspector,0,23,36,"Rocky Mount,MO"
1987,"""Mueller, Gerhold and Muelle""",health_fitness,131.47,Public house manager,0,23,50,"Burlington,WA"
